Subject,Grade,Standard,Prepared Graduate 1,Prepared Graduate 2,Prepared Graduate 3,Prepared Graduate 4,Prepared Graduate 5,Grade Level Expectation,GLE Code,Subheading,Statement
"Reading, Writing, and Communicating",Fourth Grade,2. Reading for All Purposes,"5. Understand how language functions in different contexts, command a variety of word-learning strategies to assist comprehension, and make effective choices for meaning or style when writing and speaking.",,,,,3. Apply knowledge of spelling patterns (orthography) and word meanings (morphology) to decode multisyllable words and determine the meaning of unknown words.,RW.4.2.3,Essential Questions:,How do prefixes and suffixes change the meaning of a word?
"Reading, Writing, and Communicating",Fourth Grade,2. Reading for All Purposes,"5. Understand how language functions in different contexts, command a variety of word-learning strategies to assist comprehension, and make effective choices for meaning or style when writing and speaking.",,,,,3. Apply knowledge of spelling patterns (orthography) and word meanings (morphology) to decode multisyllable words and determine the meaning of unknown words.,RW.4.2.3,Essential Questions:,Why do root words change their spelling when suffixes are added?
"Reading, Writing, and Communicating",Fourth Grade,2. Reading for All Purposes,"5. Understand how language functions in different contexts, command a variety of word-learning strategies to assist comprehension, and make effective choices for meaning or style when writing and speaking.",,,,,3. Apply knowledge of spelling patterns (orthography) and word meanings (morphology) to decode multisyllable words and determine the meaning of unknown words.,RW.4.2.3,Essential Questions:,How might a text feature help you in understanding an unknown word?
"Reading, Writing, and Communicating",Fourth Grade,2. Reading for All Purposes,"5. Understand how language functions in different contexts, command a variety of word-learning strategies to assist comprehension, and make effective choices for meaning or style when writing and speaking.",,,,,3. Apply knowledge of spelling patterns (orthography) and word meanings (morphology) to decode multisyllable words and determine the meaning of unknown words.,RW.4.2.3,Essential Reasoning Skills:,Critical readers use appropriate strategies to monitor meaning of texts.
"Reading, Writing, and Communicating",Fourth Grade,2. Reading for All Purposes,"5. Understand how language functions in different contexts, command a variety of word-learning strategies to assist comprehension, and make effective choices for meaning or style when writing and speaking.",,,,,3. Apply knowledge of spelling patterns (orthography) and word meanings (morphology) to decode multisyllable words and determine the meaning of unknown words.,RW.4.2.3,Essential Reasoning Skills:,Critical readers understand the use of figurative language.
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Students Can:,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer's purpose. (CCSS: W.4.1a)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Students Can:,Provide reasons that are supported by facts and details. (CCSS: W.4.1b)
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Students Can:,"Link opinion and reasons using words and phrases (for example: for instance, in order to, in addition). (CCSS: W.4.1c)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Students Can:,Provide a concluding statement or section related to the opinion presented. (CCSS: W.4.1d)
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Colorado Essential Skills:,"Regulate reactions to differing perspective. (Personal Skills, Adaptability/Flexibility)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Colorado Essential Skills:,"Identify and explain multiple perspectives (cultural, global) when exploring events, ideas, issues. (Civic/Interpersonal Skills, Global/Cultural Awareness)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Colorado Essential Skills:,"State a position and reflect on possible objections to, assumptions and implications of the position. (Civic/Interpersonal Skills, Character)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Essential Questions:,"Which tools are available to assist the writer in planning, drafting, and revising personal writing?"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Essential Questions:,How does audience and purpose affect an author's word choice?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Essential Questions:,How are writers persuasive without being biased?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write opinion pieces on topics or texts supporting a point of view with reasons and information. (CCSS: W.4.1),RW.4.3.1,Essential Reasoning Skills:,Critical writers can prove their justification using evidence to defend their opinion.
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Students Can:,"Introduce a topic clearly and group related information in paragraphs and sections; include formatting (for example: headings), illustrations, and multimedia when useful to aiding comprehension. (CCSS: W.4.2a)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Students Can:,"Identify a text structure appropriate to purpose (sequence, chronology, description, explanation, and comparison-and-contrast)."
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Students Can:,Organize relevant ideas and details to convey a central idea or prove a point.
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Students Can:,"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic. (CCSS: W.4.2b)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Students Can:,"Link ideas within categories of information using words and phrases (for example: <i>another</i>, <i>for</i> example</i>, <i>also</i>, <i>because</i>). (CCSS: W.4.2c)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Students Can:,Use precise language and domain-specific vocabulary to inform about or explain the topic. (CCSS: W.4.2d)
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Students Can:,Provide a concluding statement or section related to the information or explanation presented. (CCSS: W.4.2e)
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Colorado Essential Skills:,"Define the problem using a variety of strategies. (Entrepreneurial Skills, Critical Thinking/Problem Solving)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Colorado Essential Skills:,"Investigate to form hypotheses make observations, and draw conclusions. (Entrepreneurial Skills, Inquiry/Analysis)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Colorado Essential Skills:,"Articulate the most effective options to access information needed for a specific purpose. (Professional Skills, Information Literacy)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Essential Questions:,"Which tools are available to assist the writer in planning, drafting, and revising personal writing?"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Essential Questions:,How does audience and purpose affect an author's word choice?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts using text structures appropriate for the purpose and developed through facts, definitions, concrete details, precise language, and domain-specific vocabulary.",RW.4.3.2,Essential Reasoning Skills:,Critical writers organize and use accurate facts to convey information.
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Students Can:,Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally. (CCSS: W.4.3a)
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Students Can:,Use dialogue and description to develop experiences and events or show the responses of characters to situations. (CCSS: W.4.3b)
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Students Can:,Use a variety of transitional words and phrases to manage the sequence of events. (CCSS: W.4.3c)
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Students Can:,Use concrete words and phrases and sensory details to convey experiences and events precisely. (CCSS: W.4.3d)
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Students Can:,Provide a conclusion that follows from the narrated experiences or events. (CCSS: W.4.3e)
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Colorado Essential Skills:,"Appropriate express one's own emotions, thoughts, and values and identify how they influence behavior. (Personal Skills, Self-Awareness)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Colorado Essential Skills:,"Discern differences of effective and ineffective processes, communication and tasks. (Personal Skills, Personal Responsibility)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Colorado Essential Skills:,"Consider purpose, formality of context and audience, and distinct cultural norms when planning content, mode, delivery, and expression. (Civic/Interpersonal Skills, Communication (using information and communications technologies))"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Essential Questions:,How are literary genres different in form and substance?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Essential Questions:,How does a graphic organizer assist a writer?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Essential Questions:,How does word choice create a visual image for the reader?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Essential Questions:,How might a writer organize their writing using multiple tools?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,"3. Write engaging, real or imagined narratives using descriptive details and dialogue to convey a sequence of related events.",RW.4.3.3,Essential Reasoning Skills:,Critical writers can write a narrative that orients the reader.
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Students Can:,"Demonstrate command of the conventions of Standard English grammar and usage when writing or speaking. (CCSS: L.4.1)<ul class=""subEOItem""> <li>  Use relative pronouns (<i>who</i>, <i>whose</i>, <i>whom</i>, <i>which</i>, <i>that</i>) and relative adverbs (<i>where</i>, <i>when</i>, <i>why</i>). (CCSS: L.4.1a)</li><li>  Form and use the progressive (for example: I <i>was walking</i>; I <i>am walking</i>; I <i>will be walking</i>) verb tenses. (CCSS: L.4.1b)</li><li>  Use modal auxiliaries (for example: <i>can</i>, <i>may</i>, <i>must</i>) to convey various conditions. (CCSS: L.4.1c)</li><li>  Order adjectives within sentences according to conventional patterns (for example: <i>a small red bag</i> rather than <i>a red small bag</i>). (CCSS: L.4.1d)</li><li>  Form and use prepositional phrases. (CCSS: L.4.1e)</li><li>  Use compound subjects (for example: <i>Tom and Pat</i> went to the store</i>) and compound verbs (for example: Harry <i>thought and worried</i> about the things he said to Jane) to create sentence fluency in writing</li><li>  Produce complete simple, compound, and complex sentences. </li><li> Recognize and correct inappropriate fragments and run-ons. (adapted from CCSS: L.4.1f)</li><li>  Correctly use frequently confused words (for example: <i>to</i>, <i>too</i>, <i>two</i>; <i>there</i>,<i> their</i>). (CCSS: L.4.1g)</li>  </ul>"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Students Can:,"Demonstrate command of the conventions of Standard English capitalization, punctuation, and spelling when writing. (CCSS: L.4.2)<ul class=""subEOItem""> <li>  Use correct capitalization. (CCSS: L.4.2a)</li><li>  Use commas and quotation marks to mark direct speech and quotations from a text. (CCSS: L.4.2b)</li><li>  Use a comma before a coordinating conjunction in a compound sentence. (CCSS: L.4.2c)</li><li>  Spell grade-appropriate words correctly, consulting references as needed. (CCSS: L.4.2d)</li>  </ul>"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Students Can:,"Use knowledge of language and its conventions when writing, speaking, reading, or listening. (CCSS: L.4.3)<ul class=""subEOItem""> <li>  Choose words and phrases to convey ideas precisely. (CCSS: L.4.3a)</li><li> Choose punctuation for effect. (CCSS: L.4.3b)</li><li> Differentiate between contexts that call for formal English (for example: presenting ideas) and situations where informal discourse is appropriate (for example: small-group discussion). (CCSS: L.4.3c)</li>  </ul>"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Students Can:,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (CCSS: W.4.4)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Students Can:,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (CCSS: W.4.5)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Students Can:,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of one page in a single sitting. (CCSS: W.4.6)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Students Can:,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences. (CCSS.W.4.10)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Colorado Essential Skills:,"Set goals and develop strategies to remain focused on learning goals. (Personal Skills, Perseverance/Resilience)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Colorado Essential Skills:,"Develop and utilize basic task and time management strategies effectively. (Professional Skills, Task/Time Management)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Colorado Essential Skills:,"Articulate the most effective options to access information needed for a specific purpose. (Professional Skills, Information Literacy)"
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Essential Questions:,How do writers best revise and edit their writing?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Essential Questions:,How is punctuation connected to meaning?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Essential Questions:,How does varied sentence structure affect a piece of writing?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Essential Questions:,How do writers use technology to support the writing process?
"Reading, Writing, and Communicating",Fourth Grade,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Understand why and how writers use the conventions of Standard English grammar, usage, and mechanics to clarify their meaning.",RW.4.3.4,Essential Reasoning Skills:,Critical writers utilize the conventions of Standard English to convey their message.
"Reading, Writing, and Communicating",Fourth Grade,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,1. Use a variety of resources to build and communicate knowledge related to open-ended research questions.,RW.4.4.1,Students Can:,"Conduct short research projects that build knowledge through investigation of different aspects of a topic. (CCSS: W.4.7)<ul class=""subEOItem""> <li> Identify a topic and formulate open-ended research questions for further inquiry and learning. </li><li> Present a brief report of the research findings to an audience.</li>  </ul>"
"Reading, Writing, and Communicating",Fourth Grade,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,1. Use a variety of resources to build and communicate knowledge related to open-ended research questions.,RW.4.4.1,Students Can:,"Recall relevant information from experiences or gather relevant information from print and digital sources; take notes and categorize information, and provide a list of sources. (CCSS: W.4.8)"
"Reading, Writing, and Communicating",Fourth Grade,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,1. Use a variety of resources to build and communicate knowledge related to open-ended research questions.,RW.4.4.1,Students Can:,"Draw evidence from literary or informational texts to support analysis, reflection, and research. (CCSS: W.4.9)<ul class=""subEOItem""> <li> Apply <i>grade 4 Reading standards</i> to literature (for example: ""Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text [for example: a character's thoughts, words, or actions].""). (CCSS: W.4.9.a)</li><li>  Apply <i>grade 4 Reading standards</i> to informational texts (for example: ""Explain how an author uses reasons and evidence to support particular points in a text""). (CCSS: W.4.9.b)</li> </ul>"
"Reading, Writing, and Communicating",Fourth Grade,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,1. Use a variety of resources to build and communicate knowledge related to open-ended research questions.,RW.4.4.1,Colorado Essential Skills:,"Investigate to form hypotheses make observations, and draw conclusions. (Entrepreneurial Skills, Inquiry/Analysis)"
"Reading, Writing, and Communicating",Fourth Grade,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,1. Use a variety of resources to build and communicate knowledge related to open-ended research questions.,RW.4.4.1,Colorado Essential Skills:,"Articulate the most effective options to access information needed for a specific purpose. (Professional Skills, Information Literacy)"
"Reading, Writing, and Communicating",Fourth Grade,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,1. Use a variety of resources to build and communicate knowledge related to open-ended research questions.,RW.4.4.1,Colorado Essential Skills:,"Communicate information through the use of technologies. (Professional Skills, Use Information and Communications Technologies)"
"Reading, Writing, and Communicating",Fourth Grade,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,1. Use a variety of resources to build and communicate knowledge related to open-ended research questions.,RW.4.4.1,Essential Questions:,How do we research effectively?
"Reading, Writing, and Communicating",Fourth Grade,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,1. Use a variety of resources to build and communicate knowledge related to open-ended research questions.,RW.4.4.1,Essential Questions:,Why is it important to research multiple aspects of a topic?
"Reading, Writing, and Communicating",Fourth Grade,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,1. Use a variety of resources to build and communicate knowledge related to open-ended research questions.,RW.4.4.1,Essential Reasoning Skills:,Researchers understand that clear concepts and ideas must be supported with facts.
"Reading, Writing, and Communicating",Fourth Grade,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,1. Use a variety of resources to build and communicate knowledge related to open-ended research questions.,RW.4.4.1,Essential Reasoning Skills:,"All reasoning is expressed through and shaped by concepts, and leads somewhere or has implications and consequences."
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,1. Collaborate in discussions that serve various purposes and address various situations.,RW.5.1.1,Students Can:,Listen to others' ideas and form their own opinions.
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,1. Collaborate in discussions that serve various purposes and address various situations.,RW.5.1.1,Students Can:,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on <i>grade 5 topics and texts</i>, building on others' ideas and expressing their own clearly. (CCSS: SL.5.1)<ul class=""subEOItem""> <li>  Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion. (CCSS: SL.5.1a)</li><li>  Follow agreed-upon rules for discussions and carry out assigned roles. (CCSS: SL.5.1b)</li><li>  Pose and respond to specific questions by making comments that contribute to the discussion and elaborate on the remarks of others. (CCSS: SL.5.1c)</li><li>  Review the key ideas expressed and draw conclusions in light of information and knowledge gained from the discussions. (CCSS: SL.5.1d)</li>  </ul>"
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,1. Collaborate in discussions that serve various purposes and address various situations.,RW.5.1.1,Students Can:,"Summarize a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally."
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,1. Collaborate in discussions that serve various purposes and address various situations.,RW.5.1.1,Students Can:,Summarize the points a speaker makes and explain how each claim is supported by reasons and evidence. (CCSS: SL.5.3)
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,1. Collaborate in discussions that serve various purposes and address various situations.,RW.5.1.1,Colorado Essential Skills:,"Recognize how members of a community rely on each other, considering personal contributions as applicable. (Civic/Interpersonal Skills, Collaboration/Teamwork)"
